Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range,Unit Label
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Female,0-9 yrs,,,2017/18,247.157686604053,187.691651525766,331.472888073118,156.786807708846,381.533250522,50.0,20230.0,,,Worse,Not compared,20170000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Persons,0-9 yrs,,,2017/18,301.103242279713,248.434558606058,356.133778672925,222.574096654705,391.274084243512,125.0,41514.0,,,Worse,Not compared,20170000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Male,0-9 yrs,,,2018/19,406.971176864886,320.787121731299,497.936057933135,279.992592449798,557.219032519535,85.0,20886.0,,,Worse,Not compared,20180000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Female,0-9 yrs,,,2018/19,226.48346670693,169.483956348782,308.817598402086,140.037064448963,357.783731080677,45.0,19869.0,,,Worse,Not compared,20180000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Persons,0-9 yrs,,,2018/19,318.979266347687,266.502372809507,378.764540825026,239.425060434681,415.292046335297,130.0,40755.0,,,Worse,Not compared,20180000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Male,0-9 yrs,,,2019/20,458.848531684699,379.919559159966,571.54621912073,335.056188202535,635.043616396641,95.0,20704.0,,,Worse,Not compared,20190000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Female,0-9 yrs,,,2019/20,231.875096614624,164.720818969554,304.371483133087,135.430462256842,353.652824965747,45.0,19407.0,,,Worse,Not compared,20190000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Persons,0-9 yrs,,,2019/20,349.031437760215,295.894654813369,414.571920934366,267.056139834229,453.008147022136,140.0,40111.0,,,Worse,Not compared,20190000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Male,0-9 yrs,,,2020/21,250.77740997091,181.801437720721,324.917217401001,151.236877343588,374.923838673646,50.0,19938.0,,,Worse,Not compared,20200000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Female,0-9 yrs,,,2020/21,79.4407372100413,48.4032884151074,137.614861741665,33.7197339016647,173.030631833826,15.0,18882.0,,,Similar,Not compared,20200000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Persons,0-9 yrs,,,2020/21,167.439464193715,129.219958038278,213.418697954508,110.459200081093,242.143974354245,65.0,38820.0,,,Worse,Not compared,20200000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Male,0-9 yrs,,,2021/22,345.377258235919,271.21135832926,446.171518468951,232.145608703953,505.788851894996,65.0,18820.0,,,Worse,Not compared,20210000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Female,0-9 yrs,,,2021/22,220.385674931129,152.779469768048,293.750646493494,123.845845813178,344.080764207933,40.0,18150.0,,,Worse,Not compared,20210000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Persons,0-9 yrs,,,2021/22,284.01406545848,232.290411395399,343.819386651402,205.955340005968,380.584908514145,105.0,36970.0,,,Worse,Not compared,20210000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Male,0-9 yrs,,,2022/23,244.911287689126,178.623345463956,327.718306731859,147.230935370678,380.221821435334,45.0,18374.0,,Decreasing and getting better,Similar,Not compared,20220000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Female,0-9 yrs,,,2022/23,196.916844829526,132.453871069316,267.31787722795,105.500564207958,316.145559621192,35.0,17774.0,,No significant change,Worse,Not compared,20220000,,,1y,"per 100,000"
92481,Admissions for asthma (0 to 9 years),E92000001,England,E09000023,Lewisham,Persons,0-9 yrs,,,2022/23,221.312382427797,173.018906473602,272.376903985263,150.308425501615,305.774147786554,80.0,36148.0,,No significant change,Worse,Not compared,20220000,,,1y,"per 100,000"
